beta_cd4 se_cd4 beta_cd8 se_cd8
1 0.0201261580734543 0.34360704692904 -0.151585089595328 0.392519516734308
2 0.236444097101606 0.216287712105997 0.739362439799964 0.235913567774236
3 -1.11971647000004 0.570781341701274 0.541748924286485 0.582209954606027
4 -0.826548410107196 0.319051810451749 1.44962610994649 1.02582754923064
5 0.420622817013221 0.204487575018465 0.125681214808983 0.227731533244588
6 -0.104272655969679 1.17583754925454 -61.048796682007 9132359.66783329
7 -0.114932635287777 0.198697100220679 0.30342889173751 0.195231719172465
8 0.352080790272183 0.197522053661176 -0.385077675618601 0.191788548442135
9 0.0325749345486776 0.292093701839301 0.0277444873826333 0.311916779094701
10 -0.142759152594155 0.24016762716792 -0.0682970792318843 0.243525643099675
11 0.18436217679438 0.174492760930278 -0.0232463751734638 0.182868134626113
12 -0.278145069673472 0.126662796489041 0.306449210629661 0.147599241262973
13 -0.385538186117872 0.136451405910627 0.123822829694628 0.15299848822783
14 1.44023278575599 1.41779960705728 -1.74652286079786 1.14603816062755
15 0.443711081752743 0.378589138107585 -0.238334570237766 0.354048322921969
16 -0.156976253716186 0.354734127266922 0.639435614143706 0.386115575613308
17 0.0599216256402017 0.0893703105996778 -0.0535895098838652 0.099713284276391
18 0.0594049710285114 0.126485833290172 -0.0282115719634726 0.135158697036147
19 0.641472251674434 0.166890785170449 0.0719010008835898 0.187460263787903
20 1.51005832007667 0.291502645338186 0.18183810093542 0.313843667973034
21 0.531444250825838 0.244516245299092 0.302441225547595 0.29066539432188
22 0.435578885007521 0.125039324513787 -0.0380800014442466 0.144043490091604
23 -0.487940702209253 0.138512187281134 -0.0991160722594682 0.133676341848316
24 -0.00101924704703727 0.202426558514782 -0.275457032035734 0.235143489530712
25 0.0577957116955285 0.111072994874086 -0.0178204316396811 0.11174734145531
26 -1.81207660038376 1.25761625730325 33.3509246002943 6720674.47209995
27 1.56433694288469 0.543445859964421 2.49831994606075 0.509720544831434
28 1.10490881172144 0.385757284269726 0.293009642480774 0.504110217646122
29 1.00597882102276 0.133227479524748 0.748209042803574 0.191418160063826
30 0.927660473267307 0.119112761260739 0.623117819283311 0.224444702874375
31 0.147743172440196 0.0776540856583141 -0.0943195455209574 0.081653668002359
32 -0.0986955265937049 0.0922320847010399 0.0240963684408048 0.101581219639185
33 -0.311913466613087 0.361234540527325 -0.0438317704700451 0.392531682956171
34 0.0978717607097347 0.0864878579671738 -0.0490866190694468 0.0898579390043304
35 -0.413532458505338 0.235756096738397 -0.0857874617002149 0.237385517227805
36 0.227587081029015 0.090109104731344 0.0234413095028614 0.0923584255481925
37 -0.106473324162752 0.10555767049547 0.198963186851049 0.120751795056345
38 0.0355892569531024 0.0815695071337694 -0.0607108487967516 0.0867893653474806
39 0.131931521402391 0.0942880045507055 -0.0920443647826787 0.102148573998685
40 -0.238284841113414 0.203994341690309 -0.121206645960915 0.205622292029952
41 0.0130451772564499 0.0884368251974168 -0.0701249027301923 0.0913276105474191
42 -0.231919396612202 0.211499261677817 0.130533764382769 0.220125551818266
43 1.16223076646353 1.09887832862526 -0.787656972642614 1.73168377524116
44 0.207239667239553 0.0930693529678525 0.023717647717558 0.0982969911630415
45 -0.0496786602247198 0.0894556716254865 0.0584123486071823 0.0926387479368572
46 -0.0950755774084464 0.0943450241512931 0.0162286558120451 0.0996162218523388
47 -0.0985961836504598 0.0964874890693162 -0.268934623541325 0.104462079550377
48 0.551301963939442 0.744641185659869 1.12805400152055 0.512511746934669
49 0.337158154675554 0.340653677308561 -0.142624263946126 0.327669759307744
50 -0.0629501543958438 0.374099027588616 -0.300620275957266 0.386404278327358
51 -1.15623137212597 0.46106772180126 0.735869443490983 0.423472137163232
52 0.274564638628958 0.220253691660839 0.0588412922350664 0.239807286431981
53 -0.13700552097205 0.111590971904732 -0.0893517936637401 0.12767348464329
54 0.0472915781913516 0.113824497116687 -0.0545812296582968 0.128198603055909
55 0.315807710409799 0.402937722519145 0.343421837621694 0.46142983280918
56 -0.000475863806084775 0.078718084182077 -0.17673851792157 0.0805517494237111
57 -0.214076741269065 0.127468750915669 0.202029692829827 0.167967042294974
58 -0.131002109004617 0.0903027063129869 -0.265976512755647 0.0964222840380246
59 -1.94160795280678 0.77190479346688 -0.872335381838883 0.353515219203267
60 0.0651435299197358 0.0787887577406474 -0.0980012838078654 0.0792459637667424
61 -0.146520914902621 0.0825399879238312 -0.157187302350141 0.0921655249934962
62 -2.72604295250849 1.58651088285177 -0.158046143999676 1.2303447573686
63 -0.00549490164296687 0.0737558503108602 -0.0704711667629443 0.0811753612426359
64 -0.0287183211330666 0.136850887458125 -0.114776797452984 0.150256220066324
65 -0.0932982859784589 0.123939449302183 -0.206870545936852 0.145207900028018
66 0.531630074288785 0.0942145623298229 0.21616848461975 0.0990652840245235
67 0.207419465575353 0.0755606090452483 -0.109484074911028 0.0788937275914994
68 -0.694509333422934 0.645557759912802 -0.677138561999626 0.618552970831963
69 0.115742627280031 0.32357754482266 -0.170523493625428 0.355126126821563
70 -0.809255876601839 0.551666739749227 1.81427197532582 0.598280176442236
71 2.15529415035125 0.889680392301708 1.36936092040515 0.693090038958573
72 0.186615743104169 0.0928913255622408 0.00970597907785638 0.0947406496891319
73 -0.127426336104044 0.142944400759309 -0.326821343334435 0.157758474742821
74 -0.215086879280268 0.0984294362417958 -0.0695554505362786 0.0955991112569881
75 -0.0158047237877137 0.114490076418266 0.0514659323939664 0.129407686828937
76 -0.0438050684388465 0.0734352297763477 0.008970978024359 0.0797086971201983
77 -0.300374378066999 0.139945001433493 0.0213355077446057 0.142068162079767
78 -0.71657322984185 0.256984583734086 -0.453924804018579 0.305081713718552
79 0.0426242617370176 0.0891173801913654 -0.132928214590873 0.0916980478201623
80 -0.0864665348793697 0.113121481803394 0.0968325838764453 0.122628361678953
81 -0.00808817427770489 0.152256511383484 0.156159062770439 0.146696249494694
82 0.0140474348305588 0.0875371212410556 -0.0713205872719109 0.0875057724927679
83 -0.0825212762088138 0.187946689653912 0.354241930674985 0.175403629607079
84 0.313548216120948 0.149370259199533 0.156599447994092 0.141046176805056
85 0.445176898317998 0.202817521946502 0.424385875523382 0.20057495548397
86 -0.0118081412928261 0.0834162586211408 -0.125499073901578 0.0861110427963383
87 0.163499100910217 0.185785363363325 -0.213351175479032 0.230748233539653
88 0.125160056038148 0.097670899666464 0.0634040962138033 0.100059157071117
89 -0.23757595972673 0.33258851164227 0.0119357623133801 0.413400112058394
90 -0.0655564148950029 0.228290076276578 0.230827588135224 0.240372910319783
91 0.678878685829882 0.261513242551974 -0.387518352036727 0.284686742033311
92 0.530711870792022 0.320374406746873 1.00268691594742 0.349826388961929
93 0.103643633679698 0.381167026461619 0.488053282427816 0.446454218679223
94 -0.147132591370404 0.117549608414481 0.127126930334788 0.159994548790779
95 -0.252944506854044 0.0829440996133255 -0.281392484958088 0.0866410126778374
96 0.00838366304612633 0.103572627403637 -0.136374233324991 0.104311505597614
97 0.249299651274035 0.269219210400795 0.286106730751371 0.265616899063337
98 -0.372954116353885 0.087919066556046 -0.0548625248498411 0.0951209784753146
99 0.225208769004177 0.610776025267465 0.267785265913544 0.640879555875857
100 -0.262938763899068 0.286321923302599 0.159287260689689 0.354151903307669
101 -0.0153478706402537 0.0803265579076371 -0.101298010204024 0.082078678187822
102 0.00818508370020936 0.0826596067298618 -0.1597414478146 0.0871871611756978
103 -0.100482660981777 0.0921379188867266 -0.129138772618812 0.0958101516280952
104 0.0699429665761704 0.0975011534640046 -0.326964571084419 0.0930629026491588
105 1.12220857977024 0.465015840584772 0.905695867501132 0.461171543621756
106 -1.10163203637056 1.22861107707198 -0.335502651407243 0.772221804981097
107 -0.329195926070982 0.467921448004284 0.871700194404345 0.372264145309269
108 0.0462820886062994 0.100590294062622 0.21658711668896 0.106765205817337
109 0.17997680084654 0.0746928714462779 -0.207983200664486 0.0784181113680933
110 0.211087192587359 0.237963452631065 0.0484746749193647 0.245244948430417
111 -0.217703562689011 0.0754269740561696 -0.0654421816630019 0.0808800959752529
112 0.38561949345828 0.140216355617868 0.476170087313685 0.156539477620152
113 0.312769899084745 0.10276413716145 -0.111933928626644 0.0984277512989681
114 0.993259289744862 0.502401705899435 1.55794228683954 0.518352181108714
115 -1.18804791522252 0.733770026647604 1.88421841366223 0.892888255822802
116 -0.398961533226642 0.236976247062875 -0.58624710766034 0.164401347366202
117 0.350992343443743 0.116599025879915 0.0403244730837975 0.127381497946915
118 0.931729562541964 0.571305709058758 0.52946394383703 0.560787284929162
119 0.0420739060860951 0.373151636665509 0.92997959528847 0.428231072706943
120 -0.164502408535111 0.133124240093581 -0.0588988467496187 0.13195674181181
121 48.7620072859482 8889536.00353947 13.6321718772047 53.5252216570865
122 0.0571767950903368 0.092042666199393 0.267924354050378 0.130208206989419
123 -0.280621845678722 0.124233208740476 0.248481299187233 0.136721725670961
124 -0.0576200693267613 0.0917593140225131 0.0183763262841406 0.0985952237786568
125 0.317307445019144 0.261005493976342 0.278831474089241 0.275071947275722
126 -0.0244349440042029 0.0961192576582955 -0.0902588541865788 0.0963989860519847
127 -0.0933928841877014 0.0812128990171408 -0.12982382664086 0.0854638122008846
128 -0.00105999295492501 0.100074396070248 -0.0983996864917634 0.0992292628968667
129 0.073630127966266 0.148701004770743 -0.220037505086109 0.156089582022202
130 -0.038069743491016 0.0893465346270919 -0.0530403239098024 0.100944133619021
131 1.98166738142239 0.615462835479989 -0.0760735785116336 12400352.3003156
132 0.96997370989665 0.0974528598570267 0.562017948639022 0.101524058070933
133 -0.145094631505454 0.13581577995744 0.00332117134440871 0.130046736414685
134 0.367978150087987 1.72943085872712 -34.2572810806651 9095767.43106375
135 0.21725332603758 0.082658137193894 -0.113850251529997 0.0848290947927863
136 0.276507667749945 0.0931008774025769 0.0303989855796894 0.110433620258914
137 1.83956100623328 0.405544222141025 0.500793862305782 0.34125012948196
138 1.81713976943157 0.158394822892611 -0.412339891423135 0.164178535935411
139 0.231791285631109 0.0847049153107837 -0.00258118953643526 0.0838298296980891
140 -0.195931188909501 0.183661762849642 -0.932163669236535 0.151866304684251
141 -0.201765163528507 0.20884103017079 -0.587223244460682 0.207430231046751
142 -0.0795262647336797 0.0681952143103185 0.0403312355739789 0.0810090717315254
143 -0.266348974876722 0.766260414881839 -0.292003327570824 0.645636169335001
144 0.258288193925154 0.0819831104254636 -0.0666223415417007 0.0910466594893393
145 -0.563900152591015 0.291407016817572 -0.251944165137485 0.33661586377812
146 -1.69687153990666 0.211721455351135 -0.221037420630749 0.257191173377614
147 -2.24498463709614 1.33232689935699 -1.17035221717259 1.12948191863893
148 0.83091531786046 0.461102692916116 0.78218751768558 0.502368216985326
149 -0.190484964141153 0.177081995480389 -0.233490585869148 0.200964400483995
150 0.649095505968727 0.642526743496178 -0.342587549751158 0.591921834224622
151 1.90781286465867 0.573631495425394 0.667315876131328 0.836580687582716
152 0.0229858083529562 0.0820125701897825 -0.0898277113158942 0.0874440899758593
153 1.01805011200435 0.118963155816447 0.566603316199082 0.145771170515723
154 -1.6921471008436 0.43183425865242 -0.540487816758926 0.542883173345775
155 -0.156099133465656 0.159105604082929 0.203836912751541 0.150322387077547
156 0.144879876621935 0.104454211495072 -0.064053236855032 0.117303639311304
157 -0.159338400947887 0.0714742384134466 -0.0340250557273583 0.075078924481694
158 -0.185323943261834 0.17063270026023 0.137220808716699 0.167858229874527
159 0.0041116439930408 0.0715492882654867 -0.201079762753983 0.0764898265204898
160 -1.40334257657345 1.24187222752665 17.043310044035 1.20037554409175
161 0.195176483697179 0.102427567522826 -0.00521760765872809 0.0992432783171
162 -0.0289129248212547 0.0839634777520831 -0.0825626048425674 0.0881639300779323
163 -0.0325483994711276 0.113262411805181 0.0141678015140757 0.122790099396817
164 1.60385152447048 0.291027856246886 1.23699377211293 0.297435913802812
165 -0.06111128889491 0.072073529503264 -0.0942768264144361 0.0761062323518022
166 0.294057594430413 0.0786144781721696 0.0676973013206696 0.0793133581276204
167 0.319606466323627 0.695596520070465 -0.373644957011046 0.594915711643974
168 0.769580196041683 0.0957445562935203 0.611505437647974 0.0962568651043692
169 -0.216050093375525 0.133146506852641 -0.0411134685412721 0.148098345169673
170 -0.901185723812378 0.440533048326777 0.100850055661118 0.499985090050015
171 -0.0561743981413736 0.0930727658039988 -0.210925892370445 0.0964080759767495
172 0.104482931621581 0.090333307431758 -0.110044017063735 0.093237648928256
173 0.256520186613363 0.0978784651018432 -0.278813993960901 0.0984821986715219
174 0.210323952782165 0.718764860297857 2.25442616199321 0.689184042744861
175 -0.0411927764124134 0.0844480929584826 -0.0537243996265669 0.0899849932107258
176 -0.38321936950925 0.156967722306672 -0.0399331425783544 0.147805397628144
177 0.0415443813205193 0.109286561174656 -0.233783937687735 0.12589139184779
178 0.048115988769718 0.0818584050381112 -0.0426025770582989 0.0871199876570352
179 -0.019128319361535 0.0805222096188184 -0.00555181220112339 0.0857119699650798
180 -0.108722584152673 0.215989533051716 0.481360365858711 0.217127226006618
181 -0.114777716886412 0.0903773181208566 -0.14265959177637 0.0988375691633072
182 -0.685592635633618 0.249255385082737 0.0588571377731984 0.292978110763094
183 -0.484712775099604 0.142323463240094 -0.28606986720632 0.164862514880917
184 -0.456521015311471 0.0922529027786391 -0.323849056348972 0.103258766919128
185 0.38928091070851 0.131890692543031 -0.369752950273778 0.134588111757088
186 0.239366367768325 0.0897228353494371 -0.0839351094698365 0.0991587701820731
187 0.338359573475526 0.388533260548643 -0.128367038878603 0.224482304124778
188 -0.872528270100145 0.502160211365521 -0.144665714929735 0.266882579742161
189 0.595360552559188 0.112234942730011 0.158842884510589 0.108193160448154
190 1.12231616476645 1.08591436114083 0.325462803585909 0.605951273880251
191 0.459766104579633 0.444878500178292 0.0719471395017473 0.462670801857905
192 -0.0571689966857938 0.081826312874029 -0.0856385536257658 0.0862643295416418
193 -0.0274679566224599 0.096325366308069 0.0774071859602827 0.0971367921665507
194 0.0618136047353377 0.276679476063828 0.157647467990717 0.278970728847392
195 0.19719004120529 0.543719321819184 1.53309076447254 0.538198745970863
196 0.0570449099281508 0.135734708067193 -0.183744955158485 0.134562327191437
197 0.305042706823348 0.0874969554486996 -0.146899079012143 0.0903725150681712
198 0.644261624226815 0.124390518677983 -0.19890992144907 0.109821462207819
199 0.0815231464838001 0.083657338400835 -0.0500062038340867 0.0871832854837879
200 0.318610667275519 0.0991727892260823 0.120428572760532 0.104875042616889
201 1.11067224800958 0.167133771992154 0.587766346450776 0.21976046133535
202 0.709736771425799 0.083091045673361 -0.0115666632934881 0.0825292441995949
203 0.00863080679146737 0.0691092169300618 -0.043208918394137 0.0747065643110289
204 0.464404709398726 1.15698966519177 0.809973664012288 1.1247653059903
205 -0.828090025777118 0.125904524534191 -0.498990184487552 0.126619639516453
206 -0.251851201247797 1.21710159961642 -0.773321718903287 1.09350024144224
207 -0.287348118115843 1.05342074567441 0.802558076257751 0.68113207657411
208 1.49637266134051 0.390879647999598 1.3533280992456 1.54347990329026
209 1.09902964868982 1.68831051090785 -1.43054084275754 1.84104108680556
